Flora Description,Flora Type,Installation Date,Location
Gymnocladus dioicius,TREE,09/25/2009,Tribeca
Gymnocladus dioicius,TREE,09/25/2009,Tribeca
Pier 25  Westernmost Bed On deck,PLANTBED,09/25/2009,Tribeca
Ilex glabra ;Shamrock; 36ct,SHRUB,09/25/2009,Tribeca
Vinca minor 943ct,GRASS,09/25/2009,Tribeca
Sophora japonica ;Regent;,TREE,09/25/2009,Tribeca
Sophora japonica ;Regent;,TREE,09/25/2009,Tribeca
Sophora japonica ;Regent;,TREE,09/25/2009,Tribeca
Sophora japonica ;Regent;,TREE,09/25/2009,Tribeca
Sophora japonica ;Regent;,TREE,09/25/2009,Tribeca
Sophora japonica ;Regent;,TREE,09/25/2009,Tribeca
Sophora japonica ;Regent;,TREE,09/25/2009,Tribeca
Maackia amurensis,TREE,09/25/2009,Tribeca
Maackia amurensis,TREE,09/25/2009,Tribeca
Maackia amurensis,TREE,09/25/2009,Tribeca
Maackia amurensis,TREE,09/25/2009,Tribeca
Pier 25 Westernmost Bed on Northside turf field,PLANTBED,09/25/2009,Tribeca
Festuca amethystina ;Superba; 173ct,GRASS,09/25/2009,Tribeca
Sesleria heufleriana 403ct,GRASS,09/25/2009,Tribeca
Bouteloua gracilis 260ct,GRASS,09/25/2009,Tribeca
Pennisetum alopecuroides ;Little Bunny; 173ct,GRASS,09/25/2009,Tribeca
Ilex glabra ;Shamrock; 56ct,SHRUB,09/25/2009,Tribeca
Vinca minor 1200ct,GRASS,09/25/2009,Tribeca
Amelanchier canadensis - AXG?,TREE,09/25/2009,Tribeca
Maackia amurensis,TREE,09/25/2009,Tribeca
Gymnocladus dioicius,TREE,09/25/2009,Tribeca
Gymnocladus dioicius,TREE,09/25/2009,Tribeca
Gymnocladus dioicius,TREE,09/25/2009,Tribeca
Gymnocladus dioicius,TREE,09/25/2009,Tribeca
Pier 25 Middle Bed on Northside of turf field,PLANTBED,09/25/2009,Tribeca
Festuca amethystina ;Superba; 173ct,GRASS,09/25/2009,Tribeca
Sesleria heufleriana 149ct,GRASS,09/25/2009,Tribeca
Bouteloua gracilis 134ct,GRASS,09/25/2009,Tribeca
Gymnocladus dioicius,TREE,09/25/2009,Tribeca
Amelanchier canadensis - AXG?,TREE,09/25/2009,Tribeca
Amelanchier canadensis - AXG?,TREE,09/25/2009,Tribeca
Maackia amurensis,TREE,09/25/2009,Tribeca
Sesleria heufleriana 173ct,GRASS,09/25/2009,Tribeca
Dianthus gratianapolitanus 173ct,PERENNIAL,09/25/2009,Tribeca
Festuca amethystina ;Superba; 173ct,GRASS,09/25/2009,Tribeca
Pennisetum alopecuroides ;Little Bunny; 173ct,GRASS,09/25/2009,Tribeca
Amelanchier canadensis - AXG?,TREE,09/25/2009,Tribeca
Amelanchier canadensis - AXG?,TREE,09/25/2009,Tribeca
Amelanchier canadensis - AXG?,TREE,09/25/2009,Tribeca
Amelanchier canadensis - AXG?,TREE,09/25/2009,Tribeca
Maackia amurensis,TREE,09/25/2009,Tribeca
Gymnocladus dioicius,TREE,09/25/2009,Tribeca
Pier 25  Easternmost Bed on Northside of turf field,PLANTBED,09/25/2009,Tribeca
Gleditsia triacanthos,TREE,09/25/2009,Tribeca
Gleditsia triacanthos,TREE,09/25/2009,Tribeca
Gleditsia triacanthos,TREE,09/25/2009,Tribeca
Gleditsia triacanthos,TREE,09/25/2009,Tribeca
Gleditsia triacanthos,TREE,09/25/2009,Tribeca
Gleditsia triacanthos,TREE,09/25/2009,Tribeca
Pennisetum alopecuroides ;Little Bunny; 300ct,GRASS,09/25/2009,Tribeca
Pier 25 Outside of Golf Course Bed,PLANTBED,09/25/2009,Tribeca
Perovskia atriplicifolia 360ct.,PERENNIAL,09/25/2009,Tribeca
Boutelous gracilis 190ct,GRASS,09/25/2009,Tribeca
Luzula nivea 210ct,GRASS,09/25/2009,Tribeca
Pennisetum alopecuroides ;little bunny; 60 ct,GRASS,09/25/2009,Tribeca
Achnatherum calamagrostis 160ct,GRASS,09/25/2009,Tribeca
Sesleria heufleriana 160ct,GRASS,09/25/2009,Tribeca
Festuca amethystina 150ct,GRASS,09/25/2009,Tribeca
Pier 25 Inside of Golf Course Bed,PLANTBED,09/25/2009,Tribeca
Perovskia atriplicifolia 700ct.,PERENNIAL,09/25/2009,Tribeca
Boutelous gracilis 390ct,GRASS,09/25/2009,Tribeca
Luzula nivea 320ct,GRASS,09/25/2009,Tribeca
Pennisetum alopecuroides ;little bunny;  460ct,GRASS,09/25/2009,Tribeca
Achnatherum calamagrostis 290ct,GRASS,09/25/2009,Tribeca
Sesleria heufleriana 450ct,GRASS,09/25/2009,Tribeca
Festuca amethystina 420ct,GRASS,09/25/2009,Tribeca
Spirea japonica ;Little Princess;,SHRUB,09/25/2009,Tribeca
Viburnum prunifolim ;Ovazum;,SHRUB,09/25/2009,Tribeca
Ilex glabra ;Shamrock;,SHRUB,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Gleditsia triacanthos inermis ;Skyline;,TREE,09/25/2009,Tribeca
Amelanchier canadensis,TREE,09/25/2009,Tribeca
Amelanchier canadensis,TREE,09/25/2009,Tribeca
Amelanchier canadensis,TREE,09/25/2009,Tribeca
Amelanchier canadensis,TREE,09/25/2009,Tribeca
Comptonia peregrina 35ct,SHRUB,09/25/2009,Tribeca
Hemerocallis ;Stella D;oro; 35ct,PERENNIAL,09/25/2009,Tribeca
Iris sibirica ;Butter and Sugar; 22ct,PERENNIAL,09/25/2009,Tribeca
Iris x ;Samurai Warrior; 22ct,PERENNIAL,09/25/2009,Tribeca
Fothergilla gardenii 75ct,SHRUB,09/25/2009,Tribeca
Aster novi-belgii ;Wood;s Blue;  167ct,PERENNIAL,09/25/2009,Tribeca
Viburnum dentatum ;Autumn Jazz; - 10ct,SHRUB,09/25/2009,Tribeca
Dianthus ;Hoffman;s Red; 100ct,PERENNIAL,09/25/2009,Tribeca
Comptonia peregrina 35ct,SHRUB,09/25/2009,Meatpacking District
Turf Segment 5,TURF,04/01/2009,Meatpacking District
Irrigation System 5E,IRRIGATE,04/01/2009,Meatpacking District
Lawn Bowl Turf,TURF,04/01/2009,Meatpacking District
Irrigation System 5F,IRRIGATE,04/01/2009,Meatpacking District
Pier 64 Turf,TURF,04/01/2009,Meatpacking District
Turf by 26th st. Maintenance Bldg.,TURF,04/01/2009,Meatpacking District
Miscanthus sinensis ;Yaku Jima; 128ct,GRASS,09/28/2007,Tribeca
Iberis ;October Glory; 93ct,PERENNIAL,09/28/2007,Tribeca
Boardwalk,PLANTBED,09/28/2007,Tribeca
Carex pennsylvanica 464ct,GRASS,09/28/2007,Tribeca
Chasmanthium latifolium 2277ct,GRASS,09/28/2007,Tribeca
Deschampsia cespitosa ;Schottland; 755ct,GRASS,09/28/2007,Tribeca
Miscanthus sinensis ;Morning Light; 79ct,GRASS,09/28/2007,Tribeca
Panicum virgatum ;Heavy Metal; 2677ct,GRASS,09/28/2007,Tribeca
Panicum virgatum ;Rolstrahlbusch; 1530ct,GRASS,09/28/2007,Tribeca
Pennisetum alopecuroides ;Moudry; 2173ct,GRASS,09/28/2007,Tribeca
Rudbeckia hirta ;Indian Summer; 563ct,PERENNIAL,09/28/2007,Tribeca
Solidago sphacelata ;Golden Fleece; 650ct,PERENNIAL,09/28/2007,Tribeca
Schizachyrium scoparium ;Blaze; 1048ct,GRASS,09/28/2007,Tribeca
Sorghastrum nutans 887ct,GRASS,09/28/2007,Tribeca
Vinca minor 1520ct,GRASS,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Juniperus virginiana,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Arnold;s Promise;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Hamamelis x intermedia ;Diane;,TREE,09/28/2007,Tribeca
Nyssa sylvatica,TREE,09/28/2007,Tribeca
Nyssa sylvatica,TREE,09/28/2007,Tribeca
Nyssa sylvatica,TREE,09/28/2007,Tribeca
Nyssa sylvatica,TREE,09/28/2007,Tribeca
Nyssa sylvatica,TREE,09/28/2007,Tribeca
Nyssa sylvatica,TREE,09/28/2007,Tribeca
Nyssa sylvatica,TREE,09/28/2007,Tribeca
Nyssa sylvatica,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Prunus virginiana ;Canada Red;,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus acutissima,TREE,09/28/2007,Tribeca
Quercus bicolor,TREE,09/28/2007,Tribeca
Quercus bicolor,TREE,09/28/2007,Tribeca
Quercus bicolor,TREE,09/28/2007,Tribeca
Quercus bicolor,TREE,09/28/2007,Tribeca
Quercus bicolor,TREE,09/28/2007,Tribeca
Quercus spp*l,TREE,09/28/2007,Tribeca
Quercus spp*l,TREE,09/28/2007,Tribeca
Quercus spp*c,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Robinia pseudoacacia ;Purple Robe;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Sedum spectabilis ;Autumn Joy; 211ct,PERENNIAL,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Lavandula ;Hidcote Variety; 140ct,PERENNIAL,09/28/2007,Tribeca
Fothergilla gardenii 34ct,SHRUB,09/28/2007,Tribeca
Taxus x media ;Greenwave; 48ct,SHRUB,09/28/2007,Tribeca
Cerastium tomentosum 40ct,PERENNIAL,09/28/2007,Tribeca
Iris sibirica ;Caesar;s Brother; 148ct,PERENNIAL,09/28/2007,Tribeca
Iris sibirica ;Silver Edge; 148ct,PERENNIAL,09/28/2007,Tribeca
Iris sibirica ;Silver Edge; 148ct,PERENNIAL,09/28/2007,Tribeca
Verbena bonariensis 148ct,PERENNIAL,09/28/2007,Tribeca
Geranium ;Rozanne; 24ct,PERENNIAL,09/28/2007,Tribeca
Coreopsis grandiflora ;Moonbeam; 150ct,SHRUB,09/28/2007,Tribeca
Hemerocallis ;Ice Carnival; 149ct,PERENNIAL,09/28/2007,Tribeca
Hemerocallis ;Rosey Returns; 149ct,PERENNIAL,09/28/2007,Tribeca
Spiraea x bumalda ;Anthony Waterer; 41ct,PERENNIAL,09/28/2007,Tribeca
Echinacea purpurea ;Bright Star; 152ct,PERENNIAL,09/28/2007,Tribeca
Echinacea purpurea ;Magnus; 152ct,PERENNIAL,09/28/2007,Tribeca
Cornus x Rudban ;Aurora;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Aurora;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Aurora;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Stellar Pink;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Stellar Pink;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Stellar Pink;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Stellar Pink;,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
North of Boardwalk lawn bed,PLANTBED,09/28/2007,Tribeca
Calamagrostis x acutiflora ;Karl Foerster; 136ct,GRASS,09/28/2007,Tribeca
Miscanthus sinensis ;Cosmopolitan; 48ct,GRASS,09/28/2007,Tribeca
Miscanthus sinensis ;Yaku Jima; 111ct,GRASS,09/28/2007,Tribeca
Pennisetum alopecuroides ;Little Bunny; 300ct,GRASS,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Chamaecyparis obtusa,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
Pinus heldreichii var. leucodermis,TREE,09/28/2007,Tribeca
Chionanthus virginicus,TREE,09/28/2007,Tribeca
Chionanthus virginicus,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Aurora;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Aurora;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Aurora;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Aurora;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Stellar Pink;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Stellar Pink;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Stellar Pink;,TREE,09/28/2007,Tribeca
Cornus x Rudban ;Stellar Pink;,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Lagerstroemia ;Natchez;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Malus ;Sugar Tyme;,TREE,09/28/2007,Tribeca
Quercus coccinea,TREE,09/28/2007,Tribeca
Quercus coccinea,TREE,09/28/2007,Tribeca
Quercus macrocarpa,TREE,09/28/2007,Tribeca
Quercus macrocarpa,TREE,09/28/2007,Tribeca
Quercus macrocarpa,TREE,09/28/2007,Tribeca
Canal Street Bosque,PLANTBED,09/28/2007,Tribeca
Calamagrostis x acutiflora ;Karl Foerster; 136ct,GRASS,09/28/2007,Tribeca
Miscanthus sinensis ;Morning Light; 52ct,GRASS,09/28/2007,Tribeca
Miscanthus sinensis ;Morning Light; 88ct,GRASS,09/28/2007,Tribeca
Sedum spectabilis ;Autumn Joy; 260ct,PERENNIAL,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Ulmus parvifolia ;Emer II;,TREE,09/28/2007,Tribeca
Basketball Court Bed,PLANTBED,09/28/2007,Tribeca
Tennis Courts South lawn bed,PLANTBED,09/28/2007,Tribeca
Tennis Courts North,PLANTBED,09/28/2007,Tribeca
Pier 40 South,PLANTBED,09/28/2007,Tribeca
Dianthus gratianapolitanus 304ct,PERENNIAL,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Gleditsia triacanthos,TREE,09/28/2007,Tribeca
Hemerocallis ;Happy Returns; 61ct,PERENNIAL,09/28/2007,Tribeca
Hemerocallis ;Happy Returns; 61ct,PERENNIAL,09/28/2007,Tribeca
Hemerocallis ;Stella D;oro; 18ct,PERENNIAL,09/28/2007,Tribeca
Hemerocallis ;Red Rum; 19ct,PERENNIAL,09/28/2007,Tribeca
Helenium ;Sahin;s Early Flowerer; 75ct,PERENNIAL,09/28/2007,Tribeca
Hemerocallis ;Red Rum; 61ct,PERENNIAL,09/28/2007,Tribeca
Hemerocallis ;Red Rum; 61ct,PERENNIAL,09/28/2007,Tribeca
Hemerocallis ;Red Rum; 107ct,PERENNIAL,09/28/2007,Tribeca
Iris sibirica ;Butter and Sugar; 42ct,PERENNIAL,09/28/2007,Tribeca
Lavandula ;Hidcote Variety; 109ct,PERENNIAL,09/28/2007,Tribeca
Diervilla lonicera 136ct,SHRUB,09/28/2007,Tribeca
Rosa ;Red Meidiland; 58ct,SHRUB,09/28/2007,Tribeca
Rosa ;Red Meidiland; 58ct,SHRUB,09/28/2007,Tribeca
Cytisus scoparius ;Moonlight; 7ct,SHRUB,09/28/2007,Tribeca
Cytisus scoparius ;Moonlight; 7ct,SHRUB,09/28/2007,Tribeca
Liriope muscari ;Big Blue; 670ct,PERENNIAL,09/28/2007,Tribeca
Liriope muscari ;Big Blue; 401ct,PERENNIAL,09/28/2007,Tribeca
Taxus x media ;Greenwave; 77ct,SHRUB,09/28/2007,Tribeca
Taxus x media ;Greenwave; 33ct,SHRUB,09/28/2007,Tribeca
